dow,vix,ford,oil,gold,corn,steel
10805.87,12.06,8.13,57.32,26.61,185.75,47.6
10888.16,11.89,8.53,56.5,27.02,186.75,45.24
10890.72,11.84,8.36,57.36,27.19,188.5,42.49
10916.09,10.96,8.43,58.71,27.14,191.25,40.77
10871.43,10.6,8.34,58.84,27.81,191.25,39.77
10820.28,10.82,8.32,57.7,27.43,191.25,40.66
10766.33,11.12,8.4,56.14,26.8,191.25,38.62
10720.22,11.25,7.8,56.33,26.9,192,39.1
10674.76,12.26,7.65,57.88,26.49,195.5,38.34
10686.44,12.23,7.84,56.98,25.27,196.5,37.76
10697.17,12.18,7.93,57.69,25.66,195.75,38.12
10686.04,11.63,7.97,57.53,26.11,193.5,39.32
10640.1,11.9,7.82,57.8,25.56,194.75,37.32
10546.21,12.8,8.03,58.93,25.83,194.75,37.58
10539.72,13.08,8.26,59.71,25.24,194.25,37.76
10586.23,13.1,8.34,59.47,25.22,195,38.15
10530.76,13.17,8.29,60.58,24.92,196.25,38.17
10522.59,13,8.38,61.78,24.99,196,38.47
10472.73,13.48,8.27,59.75,25.4,195.5,38.87
10406.77,14.85,8.22,59.85,25.04,196,37.59
10440.07,15.32,8.32,59.76,25.25,196.75,36.53
10402.77,14.25,8.02,61.22,27.2,197.5,36.21
10229.95,16.02,8.14,61.09,26.32,198,35.16
10344.98,14.59,8.52,60.66,26.2,199,36.18
10377.87,14.53,8.63,62.44,27.06,199,35.32
10385,14.74,8.6,60.32,26.63,200.75,36.35
10215.22,16.13,8.25,60.63,26.4,201.25,34.81
10281.1,16.11,8.42,61.03,25.43,201,34.64
10414.13,13.5,8.47,62.41,26.09,201.75,35.3
10285.26,15.33,8.47,63.2,26.48,202.75,35.24
10348.1,14.67,8.66,64.36,27.17,202.5,36.03
10287.34,14.87,8.61,62.63,26.88,202.75,35.71
10216.59,16.47,8.99,63.08,27.27,204.25,35.35
10216.91,16.22,8.69,64.12,27.65,201.75,35.76
10253.17,15.63,8.71,63.53,28.34,201.75,36.8
10238.76,15.55,8.93,61.8,28.48,202,37.25
10292.31,14.59,9.23,61.84,28.6,204.25,37.9
10287.1,14.96,9.32,61.36,27.9,204.75,37.53
10317.36,14.55,9.42,62.79,27.66,205.5,38.13
10441.11,13.2,9.78,63.9,28.34,206.5,40.23
10535.48,12.46,9.89,65.47,28.98,205,41.52
10568.7,11.92,9.86,66.24,29.05,203,42.35
10552.78,12.24,9.86,66.79,29.3,203.25,41.96
10473.09,12.63,9.95,66.35,28.85,203,42.17
10456.21,12.76,9.85,65.07,28.4,204,42.35
10443.63,13.04,9.96,65.82,28.86,206.5,42.86
10419.59,12.96,9.79,64.19,28.68,207.75,42.75
10422.05,13.33,9.72,66.5,28.73,205.5,42.59
10378.03,13.79,9.66,66.8,29.05,206.25,42.94
10481.52,12.64,9.76,66.23,28.35,206,42.81
10557.63,12.14,9.71,67.39,28.82,205.5,45.25
10641.94,11.22,9.93,63,29,206,45
10558.75,12.49,9.86,64.75,28.07,206.25,44.28
10544.9,12.91,9.96,65.09,27.59,197.5,44.1
10597.44,12.39,9.82,63.11,27.09,198.75,44.38
10682.94,11.65,9.92,63.33,27.82,203,44.8
10678.56,11.98,9.9,64.08,27.86,204,45.4
10595.93,12.93,9.92,64.49,27.69,203.75,43.94
10633.5,12.52,10.13,64.37,27.21,204.25,44.71
10589.24,12.93,9.96,65.96,27.2,203.5,43.77
10447.37,13.57,9.86,67.57,27.36,207.5,44.2
10459.63,13.15,9.73,69.47,27.31,201.5,43.66
10481.6,12.6,9.97,68.94,26.22,203,41.92
10412.82,13.65,9.75,69.81,25.68,203.25,40.76
10463.05,13.52,9.77,67.2,26.14,203.75,41.44
10397.29,13.72,9.77,66.13,25.94,205.75,40.1
10450.63,13.73,9.82,67.49,26.05,208,40.32
10434.87,14.17,9.92,67.32,25.55,209.5,39.69
10519.58,13.34,9.8,65.71,26.22,212.75,40.31
10569.89,13.42,9.76,65.45,26.28,210.25,41.73
10559.23,13.42,9.76,65.35,26.25,210,41.15
10554.93,13.42,9.76,63.27,26.29,212.5,41.01
10550.71,13.3,9.93,63.25,26.31,209,42.43
10513.45,13.52,10.06,66.08,26.82,210.25,42.6
10634.38,12.26,10.15,66.27,27.08,214,44.08
10600.31,12.74,10.14,66.86,27.51,223.25,44
10685.89,12.42,10.36,65.8,27.4,223,44.78
10594.41,12.38,10.4,64.9,26.47,218.75,44.43
10615.67,12.4,10.44,63.07,26.14,219.25,42.75
10536.93,13.21,10.37,63.94,26.19,224.5,43.15
10558.03,12.48,10.36,62.31,26.11,223.75,41.42
10610.1,12.52,10.64,61.38,26.16,224.25,42.65
10697.59,11.83,10.75,60.86,25.98,229,43.33
10683.74,11.75,10.88,61.89,25.2,233.75,44.01
10623.15,12.08,10.85,61.57,24.6,233.5,42.73
10640.91,11.57,10.74,60.57,24.5,240.5,42.65
10705.55,10.52,10.9,59.94,24.36,236.5,43.99
10637.09,10.36,10.88,59.11,24.4,232,43.1
10579.77,10.99,10.86,59.2,24.36,230.75,43.69
10596.48,11.1,10.61,59,24.67,230,41.63
10651.18,10.52,10.72,58.65,24.7,234,42.56
10627.77,10.97,10.64,57.13,24.65,235.25,41.17
10689.15,10.23,10.93,56.72,24.1,241.5,40.04
10646.56,10.45,10.84,57.46,23.81,258,38.25
10574.99,10.77,10.93,57.32,23.55,251.75,36.99
10640.83,10.33,11,58.09,23.75,248.5,37.33
10628.89,10.81,10.89,57.8,24.03,237,37.55
10557.39,10.84,10.69,60.01,24.53,225,38.25
10513.89,10.95,10.78,60.62,24.7,226.5,38.17
10519.72,11.28,10.71,58.92,24.91,223.75,37.78
10449.14,11.45,10.42,59.63,24.56,229,36.62
10302.29,12.49,10.27,60.73,24.59,226,36.29
10270.68,12.27,10.35,61.28,24.39,231,36.06
10371.8,11.68,10.4,59.59,24.18,219.5,35.07
10303.44,11.4,10.31,58.75,25.28,214.25,34.8
10274.97,12.04,10.24,56.5,25.03,213.75,34.37
10374.48,11.77,10.41,57.26,25.8,218.25,34.97
10405.63,11.58,10.4,58.2,24.7,217.5,35
10290.78,12.52,10.12,60.54,24.6,226,34.1
10297.84,12.18,10.21,59.84,24.92,225.5,34.47
10421.44,12.13,10.4,59.42,24.75,228.5,35.16
10587.93,11.05,10.68,58.09,24.48,232.5,37.61
10599.67,11.08,11.17,58.9,24.39,231,38.51
10609.11,11.47,11.11,59.37,24.32,231,39.41
10623.07,11.48,11.28,58.47,24.73,225,41.19
10578.65,11.15,11.37,56.58,24.51,223.75,41.42
10566.37,11.46,11.16,55.57,23.61,218.25,40.71
10547.57,11.79,10.82,55,23.14,212.25,38.21
10522.56,11.65,10.52,55.62,23.45,211.5,37.99
10512.63,11.96,10.33,53.54,23.47,214.5,37.94
10503.02,12.08,10.02,54.28,22.77,212.5,37.65
10476.86,12.7,10.09,52.54,22.7,217.25,38.21
10483.07,12.39,10.06,53.76,22.59,218.75,38.64
10467.03,12.28,9.96,54.49,23.01,220.75,38.67
10460.97,12.15,9.9,55.03,23.2,215.25,39.25
10553.49,11.84,10.27,53.63,22.89,220.25,39.88
10549.87,12.36,9.92,54.6,23.27,220.25,40.11
10467.48,13.29,9.98,51.97,22.99,226,39.77
10542.55,12.15,10.07,51.85,22.99,222.5,40.36
10537.6,12.24,10.03,51.01,22.14,220.75,39.59
10457.8,12.58,9.96,50.98,22.61,220.75,38.64
10503.68,12.69,9.98,49.67,22.43,221.25,39.99
10523.56,12.95,10.17,49.16,21.9,214,40.68
10471.91,13.14,10,46.8,21.62,208.75,40.15
10493.19,13.32,10.01,46.92,22.02,210.25,40.41
10464.45,13.63,9.92,47.25,22.01,206.75,41.02
10331.88,14.57,9.31,48.97,21.72,206,39.28
10252.29,15.68,9.41,48.61,21.38,204,38.45
10140.12,16.32,9.3,48.67,21.55,195.25,37.78
10189.48,16.12,9.35,48.54,21.74,198,38.98
10300.25,14.45,9.64,50.45,22.52,198.25,42.1
10281.11,14.91,9.78,52.07,22.79,200.25,41.71
10384.34,13.75,9.95,52.03,23.12,201.5,44.65
10345.4,14.05,9.76,50.96,23.1,198.75,44.26
10340.38,13.98,9.7,50.83,23.14,200,43.7
10384.64,13.85,10.16,50.13,23.2,197,44.83
10256.95,14.53,9.47,49.5,22.76,200,43.61
10251.7,15.12,9.22,50.92,22.52,202,42.76
10192.51,15.31,9.11,49.72,22.32,204.25,42.76
10070.37,16.86,9.14,51.77,21.81,208.25,41.82
10198.8,14.87,9.44,51.61,21.89,213,42.82
10151.13,14.91,9.57,54.2,22.57,212.25,44.51
10242.47,14.62,9.79,54.57,22.68,210.25,46.42
10157.71,15.38,9.89,55.39,22.6,210.5,45.42
10218.6,14.41,9.82,54.2,22.54,209.5,46.86
10012.36,16.92,9.34,52.44,22.75,208.75,45.68
10127.41,14.96,9.28,52.29,23.01,204.5,46.7
10071.25,16.56,9.34,50.37,22.61,204.75,45.24
10087.51,17.74,9.5,50.49,22.41,207.25,42.91
10278.75,14.53,9.75,51.13,22.63,206,44.83
10403.93,13.31,10.05,50.22,23.56,205.75,46.5
10507.97,11.3,10.06,51.86,23.53,206,48.73
10448.56,11.98,10.44,53.71,23.69,204,48.24
10461.34,12.62,11.03,53.32,23.89,205.25,48.22
10546.32,12.33,11.3,54.11,24.06,207,50.35
10486.02,13.15,11.11,55.85,24.07,205.5,50.3
10458.46,13.68,11.1,56.04,23.93,209,50.45
10421.14,14.11,11.09,57.01,23.74,211.25,50
10404.3,14.09,11.18,57.27,23.94,212.75,51.18
10503.76,14.02,11.33,55.4,23.96,210.75,50.85
10540.93,13.64,11.44,53.99,23.66,212.75,50.6
10405.7,14.49,11.27,54.23,23.66,211.75,49.92
10485.65,13.75,11.22,54.05,23.61,209.25,52.08
10442.87,13.42,11.29,54.84,23.69,209.5,54.48
10456.02,14.06,10.99,53.81,23.64,210.25,54.48
10470.51,14.27,11.17,56.03,24.06,214.5,55.79
10565.39,13.61,11.51,56.62,24.61,217.5,56.41
10629.67,13.14,11.39,56.72,25.22,222.75,55.8
10626.35,13.29,11.67,56.4,25.7,221,56.19
10633.07,13.49,11.91,56.46,25.64,227.75,55.25
10745.1,13.15,12.23,55.05,25.5,220.75,56.75
10804.51,12.39,12.39,54.95,25.55,214.25,55.55
10774.36,12.8,12.39,54.43,25.8,217.5,56.55
10851.51,12.49,12.37,53.54,25.56,207,54.78
10805.62,12.7,12.34,54.77,25.92,206.75,55.7
10912.62,12.4,12.45,54.59,26.01,204.5,56.83
10936.86,12.26,12.52,53.89,25.11,208,59
10940.55,11.94,12.4,53.78,25.41,208,61.45
10833.03,12.93,12.5,53.57,24.83,208,59.65
10811.97,12.5,12.47,53.05,25,210,60.61
10830,12.04,12.67,51.68,24.35,210.25,59.83
10766.23,12.08,12.65,51.75,24.9,210.75,62.36
10841.6,11.49,13,51.49,24.9,205,63.12
10748.79,11.57,12.8,51.39,24.78,205,59.71
10673.79,12.39,12.81,51.17,24.89,204.5,57.79
10611.2,13.14,12.76,51.15,25,200.25,56.29
10785.22,11.18,12.96,48.35,24.03,198.5,57.4
10754.26,11.77,13,47.54,23.98,196.75,55.16
10834.88,11.1,13.25,48.33,23.27,198.75,56.55
10837.32,11.27,13.16,47.26,23.09,200,52.69
10791.13,11.52,13.1,47.44,23.18,198,53.18
10796.01,11.43,13.06,47.16,22.94,197.5,52.81
10749.61,11.51,13.1,47.1,22.66,195.25,52.28
10664.11,12,13.12,45.46,21.8,194,51.41
10724.63,11.6,13.16,45.4,21.53,196,53.49
10715.76,11.73,13.42,45.28,21.5,194.75,53.5
10716.13,11.21,13.22,46.48,21.9,194.75,52.5
10593.1,11.79,13.11,46.45,21.92,194.75,53.14
10596.79,11.66,13.27,46.69,22.06,196,53.06
10551.94,12.03,13.08,47.12,21.74,197,51.82
10489.94,12.82,13.17,48.2,21.86,195,51.8
10427.2,13.24,13.14,47.18,22.18,195.5,50.97
10467.4,13.24,13.19,48.84,22.19,197.5,50.99
10498.59,13.44,13.35,48.78,22.24,198.75,50.04
10461.56,14.06,13.23,49.64,22.15,197.25,51.16
10368.61,14.65,13.07,48.81,22.83,197,50.37
10392.99,14.36,13.11,48.53,22.61,197.5,50.32
10471.47,13.83,13.46,46.91,22.13,196.5,50.19
10539.97,13.18,13.93,47.55,22.27,196,50.11
10628.79,12.47,14.08,48.38,22.34,195.25,50.29
10558,12.43,14.06,48.38,22.15,199.25,50.45
10505.83,12.84,14.08,48.04,22.19,199.5,47.98
10617.78,12.56,14.32,46.37,22.44,205.5,47.47
10556.22,13.19,14.43,45.68,22.59,206.25,46.34
10621.03,13.23,14.55,45.33,22.35,204.5,48.99
10603.96,13.49,14.65,45.43,21.98,207.5,48.81
10622.88,13.58,14.45,45.56,21.91,201.5,48.5
10597.83,14.09,14.43,43.39,22.59,200.5,48.84
10630.78,13.98,14.66,43.91,22.89,200.25,48.75
10729.43,14.08,14.71,42.12,23.56,203,49.29
10800.3,12.56,14.8,43.45,24.06,203,50.04
10829.19,11.62,14.74,43.64,23.81,206.25,52.94
10854.54,12,14.88,41.77,24.01,205.25,53.43
10776.13,12.14,14.74,41.32,24.08,206.75,52.6
10827.12,11.23,14.8,44.18,23.8,205.25,52.85
10815.89,11.45,14.83,44.24,23.72,204.75,53.15
10759.43,11.55,14.71,45.76,23.93,205.25,53.4
10661.6,11.83,14.66,45.64,23.56,204.5,51.98
10649.92,11.95,14.34,46.28,23.27,202.5,52.4
10705.64,12.27,14.22,44.18,23.25,204.5,51.43
10691.45,12.35,14.29,44.19,23.45,205.5,51.5
10676.45,12.73,14.32,41.82,23.03,196,49.31
10638.32,12.54,14.23,41.01,23.45,193.75,50.22
10543.22,12.76,14.22,40.71,23.2,193.75,47.83
10552.82,12.88,14.24,42.53,23.51,195,47.52
10494.23,13.19,14.21,41.94,23.09,193.5,47.12
10440.58,13.67,14.23,41.46,23.58,197.75,47.78
10547.06,13.19,14.27,42.98,23.76,197,50.25
10592.21,12.96,14.31,42.54,24.18,192.75,51.03
10585.12,12.98,14.23,43.25,24.04,191.5,49.95
10590.22,12.97,14.14,45.49,24.9,192.5,52.22
10428.02,13.24,14.18,49.13,24.59,192.5,52.36
10475.9,13.3,14.23,49.76,25.39,196.5,51.7
10520.31,12.72,14.08,49.44,24.62,197.75,47.95
10492.6,12.67,14.09,48.94,24.9,197.5,48.09
10489.42,12.97,14.09,48.64,25.39,199.5,49
10456.91,13.5,14.15,48.44,24.83,203.25,46.95
10572.55,12.98,14.34,46.22,24.12,205,46.1
10549.57,13.21,14.31,46.84,24.11,203,46.38
10487.65,13.21,14.21,46.11,23.35,202,45.34
10550.24,13.38,14.35,46.87,22.91,199.25,45.83
10539.01,13.33,14.23,47.32,23.21,196.5,45.59
10469.84,13.04,14.25,47.42,22.65,197.5,43.6
10385.48,13.08,13.91,48.86,22.52,198,43.61
10386.37,13.61,14.08,47.37,23.17,197.5,44.01
10391.31,13.8,13.77,49.09,23.15,197.25,42.97
10387.54,13.84,13.81,49.61,22.94,197.25,40.41
10314.76,13.97,13.78,48.82,22.26,198,40.92
10137.05,14.04,13.25,50.88,21.88,199.5,39.63
10035.73,16.18,13.24,49.62,21.4,200,38.57
10054.39,16.27,13.23,50.13,21.87,201.75,37.39
10027.47,16.27,13.03,51.76,22.51,205.5,36.72
10004.54,15.39,13.16,50.92,22.01,206,36.13
10002.03,15.72,13.14,52.46,22.17,205.75,37.18
9888.48,16.39,12.85,55.17,22.5,204.5,37.45
9749.99,16.58,12.7,54.54,22.55,201,35.85
9757.81,15.28,12.97,55.17,21.77,203,33.61
9865.76,14.54,13.06,54.47,21.38,206.25,34.11
9886.93,14.85,12.9,54.92,21.56,206.5,33.33
9897.62,15.13,12.93,53.29,20.81,203.25,32.88
9956.32,14.71,13.39,53.67,20.39,205,34.73
9933.38,15.04,13.25,54.93,20.57,203,35.72
9894.45,16.43,13.12,54.76,20.39,204.75,35.61
10002.33,15.42,13.69,53.64,20.34,202,35.68
10077.18,15.05,13.82,52.51,20.98,204,37.46
10081.97,14.71,13.95,53.64,21.63,203.75,38.74
10055.2,15.05,13.95,53.31,21.68,205.25,38.99
10125.4,14.5,13.86,52.67,21.52,207,40.61
10239.92,13.28,14.18,52.02,21.81,203,41.7
10177.68,13.95,14.16,51.09,21.68,202.5,40.49
10216.54,13.41,14.15,49.91,21.05,204,40.75
10192.65,12.75,14.19,50.12,21.05,205,38.36
10080.27,13.34,14.05,49.64,21.04,205.5,37.62
10136.24,13.21,13.86,49.51,20.5,208.25,36.82
10077.4,13.83,13.92,49.9,20.27,206.5,37.75
9988.54,14.62,13.89,49.64,20,205,35.58
10047.24,14.28,13.8,48.88,19.94,207.25,35.32
10038.9,14.8,13.8,48.46,19.86,209.25,35.01
10109.18,14.74,14,48.35,19.86,212.75,35.62
10244.93,13.66,14.23,47.1,19.88,212.5,36.08
10204.89,14.43,14.13,46.35,19.38,214.5,37.79
10284.46,14.03,14.22,45.59,19.4,216,38
10244.49,14.39,13.95,43.88,19.45,218,37.8
10231.36,14.64,13.81,43.58,19.59,217.5,38.08
10318.16,13.56,13.98,44.39,19.86,210,38.32
10314.76,13.17,14.1,43.87,19.6,211.25,38.99
10313.07,13.76,13.96,42.81,19.37,216.25,38.68
10289.1,14.01,14.17,44.61,19.49,217.5,39.96
10313.36,14.06,14.25,42.77,19.39,219,38
10342.79,14.07,14.56,43.31,19.59,218,38.51
10260.2,13.91,14.21,43.99,19.76,226,38.11
10290.28,14.28,14.36,44.06,19.98,231,38.25
10168.46,14.91,13.9,44,20.25,233.5,36.59
10173.92,15.29,14.11,42.12,20,225,36.91
10122.52,15.44,13.96,42.28,19.45,219.75,35.89
10195.01,14.71,14.12,43.18,19.9,225,36.32
10173.41,14.91,13.97,43.1,19.6,227,35.28
10181.74,14.98,13.96,43.47,19.89,231.5,35.84
10098.63,15.33,13.91,45.21,19.49,233,35.6
10073.05,15.88,14.04,46.05,19.75,228.75,36
10110.14,16,14.11,47.86,20.3,228,37.6
10040.82,16.96,14,48.7,19.97,225,37
10083.15,16.23,14.3,47.27,19.25,226.5,37.08
9972.83,17.02,14.15,46.75,19.21,223,36.99
9954.55,17.57,14.06,46.05,19.1,215.5,37.21
9825.35,17.98,13.8,46.58,18.72,216.5,35.53
9814.59,19.08,13.86,45.5,18.22,220.5,35.23
9938.32,18.04,14.23,44.8,18.47,224.5,36.63
9944.67,17.47,14.32,44.52,18.68,224,36.85
9814.66,18.89,14.08,44.84,18.77,226,34.96
9815.33,19.34,14.07,43.95,18.86,224,34.1
9963.03,18.32,14.2,44.41,18.68,220.5,35.97
10126.51,16.21,14.69,42.83,18.98,219,37.52
10120.24,16.03,14.71,44.15,19.3,218.5,37.3
10179.16,15.37,15.05,43.82,19.15,217.25,38.12
10139.71,15.32,14.72,43.8,19.12,218,38.14
10129.24,15.68,14.95,42.75,18.87,218.5,37.79
10117.07,16.15,15.19,42.9,18.61,221.75,36.64
10085.14,16.55,14.88,41.84,18.91,221.25,34.26
9961.92,17.3,14.74,41.44,19.31,219.5,33.92
9962.22,16.5,14.67,41.71,19.49,219.25,33.88
10050.33,15.75,14.65,41.36,20,225,34.52
10046.13,16.41,14.53,40.58,19.75,231,34.86
10149.07,14.17,14.6,40.86,20.3,235.75,36.83
10094.06,15.17,14.98,41.64,20.38,236.75,37.21
10139.78,14.34,14.85,41.25,20.64,240,37
10163.16,14.71,15.03,40.77,20.55,246,37.4
10208.8,13.76,15.1,40.97,20.64,242,36.73
10247.59,14.46,15.15,39.44,20.74,244,35.19
10238.22,14.96,15.15,39.5,20.85,244.5,34.95
10213.22,15.78,15.16,39.96,20.99,242.25,34.38
10171.56,16.2,14.77,40.33,20.78,244.5,33.57
10240.29,15.81,14.96,39.08,20.35,249.5,34.73
10219.34,16.25,14.96,39.65,19.65,250,33.63
10282.83,15.08,14.95,38.39,20,254.5,33.72
10334.16,15.2,15.02,38.74,19.53,257,34.52
10435.48,14.34,15.65,37.05,19.75,266,35.12
10413.43,15.47,15.87,35.66,19.59,271.25,35
10357.09,16.07,15.65,36.24,19.91,272.5,33.45
10371.84,15.19,15.85,37.55,20.52,273,34.25
10443.81,14.81,16.15,37.93,20.67,274.5,33.96
10479.57,13.98,16.36,37.57,20.15,265.5,34.54
10395.07,14.31,16,38.11,20.08,273.5,33.19
10371.47,15.26,15.65,37.63,19.7,270,32.32
10416.41,14.99,15.89,38.75,19.76,275.75,31.88
10377.52,15.15,15.64,38.46,19.58,281.5,30.6
10379.58,14.79,15.63,37.32,19.33,280.75,30.48
10380.43,15.05,15.41,37.19,19.26,282,30.34
10334.73,16.07,15.22,37.59,18.76,284.25,28.9
10410.1,15.04,15.58,38.45,19.2,297.5,29.69
10368.44,15.39,15.4,37.54,19.32,296,28.98
10432.52,15.01,15.42,37.28,20.28,297.5,30.08
10391.08,15.39,15.2,38.66,20.48,297.25,30.17
10242.82,16.78,14.91,38.49,20.23,309.25,29.43
10195.91,17.03,14.75,39.28,20,314,29.2
10262.97,16.08,14.89,39.96,20.42,322,29.8
10202.65,16.3,15.04,42.33,20.52,307.5,30.69
10188.45,15.5,14.85,39.88,20.67,296.25,30.36
10205.2,15.28,15.04,39.44,20.99,298.25,30.68
10109.89,15.97,15.02,40.7,20.62,302.75,29.95
10117.62,15.96,14.68,41.14,20.53,296,30.34
9958.43,18.08,14.29,41.72,20.17,290.25,29.13
9966.74,18.49,14.24,39.93,19.88,290.5,28.3
9937.64,18.67,14.18,40.92,19.65,296.25,27.81
9937.71,18.93,14.08,41.5,19.8,292,28.15
9968.51,19.33,14.45,40.54,19.44,294,28.2
9906.91,19.96,14.27,41.55,18.89,288.25,25.78
10012.87,18.47,14.7,41.38,18.79,289,26.54
10010.74,18.86,14.41,41.08,18.64,294.25,27
10045.16,18.14,14.49,40.77,18.83,296.5,26.82
10019.47,18.57,14.38,40.06,19.05,296.5,27
9990.02,19.77,14.01,38.93,18.62,304,26.31
10117.34,18.13,14.4,39.93,18.38,303.75,26.11
10241.26,17.05,14.89,39.37,19.32,312.5,28.25
10310.95,15.77,15.12,39.57,19.72,317.75,29.32
10317.2,16.55,15.41,38.98,20.14,316,29.27
10314,16.62,15.27,38.21,19.16,314,27.84
10225.57,17.19,15.36,37.38,19.23,313.5,28.63
10272.27,16.6,15.37,37.31,19.2,307,29.45
10342.6,16.29,15.5,37.46,19.02,308.25,30.56
10478.16,15.07,16.03,37.53,20.28,301,33.38
10444.73,14.77,15.69,36.97,20.83,301,35.5
10472.84,14.01,15.7,36.46,20.86,304,35.07
10461.2,14.61,15.77,36.71,21.23,304,35.81
10317.27,15.6,14.94,35.73,20.64,305.75,34.29
10314.5,16.67,13.56,37.6,20.71,309.5,34.83
10437.85,15.42,13.35,37.42,21.53,312,36.44
10451.97,14.94,13.34,37.74,21.92,307,36.8
10397.46,15.74,13.12,37.57,21.77,316.75,36.34
10377.95,15.62,13.24,36.72,21.43,310.25,36.29
10381.28,17.26,13.41,37.21,22.04,319.75,37.41
10515.56,15.28,13.69,37.84,23.61,324.5,39.69
10442.03,16.26,13.59,37.14,23.49,330.5,38.99
10480.15,15.76,13.67,36.15,23.7,327,39.28
10570.81,15.32,14,34.97,23.51,327.5,39.35
10558.37,14.97,14.07,34.38,23.35,330.75,38.7
10470.59,15.64,13.66,34.39,24.1,325.25,38.71
10373.33,16.65,13.42,34.27,23.81,319.25,37.03
10357.7,16.74,13.57,35.76,23.78,311.25,37.27
10381.7,16.28,13.65,36.25,23.56,304.75,37.85
10329.63,16.5,13.41,35.45,23.19,304.5,36.93
10212.97,17.33,13.28,35.73,22.76,306.75,36.2
10218.82,17.88,13.18,35.51,22.46,309,34.85
10048.23,19.81,12.99,37.01,22.14,315.25,34.47
10063.64,20.67,12.89,37.45,22.31,316.25,35.51
10064.75,21.58,12.91,37.11,22,313.25,35.41
10186.6,19.15,13.06,38.08,22.23,310.75,36.42
10295.78,18.53,13.32,37.93,22.16,307.5,34.34
10300.3,18.11,13.37,38.18,21.89,303.75,34.71
10184.67,20.34,13.08,37.48,21.54,306.5,33.83
10102.89,21.13,13.02,37.44,20.87,300.25,34.01
10240.08,18.3,13.29,36.19,21.29,294.25,34.76
10128.38,20.67,13.02,36.78,21.2,293.5,35
10296.89,18.67,13.19,36.1,21.04,295,35.01
10456.96,16.6,13.53,36.28,21.6,286.5,35.99
10529.48,15.79,13.7,36.57,21.62,287.5,36.71
10595.55,14.48,14.1,37.26,21.18,291.25,38
10588,14.4,13.69,36.64,20.49,290.5,38.63
10593.11,14.55,13.88,35.8,20.17,287,38.78
10591.48,14.86,14.12,36.66,20.02,295.5,39.54
10678.14,14.44,13.99,36.86,20.55,296,39.16
10583.92,14.55,13.75,36.16,20.45,294,36.75
10580.14,14.83,13.66,35.51,20.32,291,35.62
10601.62,14.93,13.66,35.68,20.36,290,34.47
10566.37,15.9,13.59,34.58,20.59,285.5,34.95
10609.62,16.29,13.98,34.35,19.95,285.5,34.81
10619.03,16.04,14.17,35.6,20.08,284,35.05
10664.73,15.8,14.45,36,20.55,279.5,35.71
10671.99,15.59,14.39,35.45,20.56,283,35.93
10714.88,15.4,14.58,35.16,21.5,282.5,36.41
10627.85,15.58,14.36,34.56,20.98,279.25,35.75
10694.07,15.31,14.55,33.98,20.83,284,36.09
10737.7,15.39,14.64,34,21.35,278.75,35.64
10613.85,15.94,14.39,33.87,20.7,283.5,33.89
10579.03,16.39,14.16,32.83,20.89,273.5,33.54
10593.03,16,14.28,32.48,20.62,274.75,33.49
10495.55,17.71,14.15,33.08,19.89,269.75,31.87
10470.74,17.87,13.89,33.1,19.67,273.25,31.47
10505.18,17.34,13.72,34.1,19.85,270.75,32.74
10499.18,17.11,13.95,34.98,19.95,273.25,32.77
10488.07,16.63,14.54,33.05,19.7,270.25,34.05
10510.29,17.14,14.84,32.81,19.34,269.75,32.71
10468.37,16.78,15.58,33.62,19.73,272,33.28
10609.92,15.35,15.94,34.12,20.44,279.75,35.09
10702.51,14.55,15.96,34.47,19.94,276.25,35.3
10568.29,14.84,15.83,34.94,20.2,273.25,35.64
10623.18,14.71,16.43,34.93,20.42,276.25,36.64
10623.62,14.34,16.44,34.58,21.02,273.5,36.62
10528.66,15.21,16.21,36.2,21.12,270.75,35.14
10600.51,15,16.13,35.07,20.82,266.5,33.66
10553.85,15.56,16.05,33.44,20.56,267.75,33.99
10538.37,16.75,16.18,34.5,21.26,266.5,34.17
10427.18,18.04,16.28,34.43,22.03,263.75,34.76
10485.18,16.82,16.41,34.72,22.35,249.25,34.8
10458.89,16.75,16.56,34.31,22.64,251.25,35.08
10592.44,15.61,17.1,33.98,22.62,248.5,35.72
10529.03,15.5,16.99,33.62,22.72,250.75,35.5
10538.66,16.73,16.54,33.7,22.95,252.5,36.3
10544.07,17.49,16.59,33.78,23.4,250.5,36.98
10453.92,18.31,16,32.52,22.71,240.5,35.02
10425.04,17.68,15.99,32.79,23,240.5,35.5
10450,17.09,16.16,32.4,22.93,239.5,36.83
10305.19,16.66,16.2,32.86,21.99,229,34.48
10341.26,16.49,16.17,31.95,21.98,243.5,34.27
10338,16.94,16.79,31.87,21.8,246,34.4
10278.22,16.42,15.24,33.02,21.73,246.5,33.32
10248.08,16.16,14.92,33.71,21.94,248.25,33.16
10145.26,15.58,14.67,33.35,21.64,250,31.8
10129.56,15.93,14.35,32.89,21.38,249.75,30.7
10022.82,17.23,14.28,33.18,22.15,248.5,31.25
10042.16,16.41,13.72,33.04,21.75,251,30.42
10008.16,16.73,13.74,31.85,21.69,247,30.04
9921.86,17.87,13.33,31.88,21.82,248.5,28.23
9923.42,17.63,13.51,31.76,21.92,247,28.44
9965.27,16.54,13.22,32.1,22.61,245.5,27.91
9862.68,17.09,12.97,30.73,22.66,243.75,26.13
